neck_length_um,neck_radius_um,neck_resistance_Mohm,R_in_d_Mohm,SMI,Gamma_h_to_s,Gamma_h_to_d,A_h_mV,A_s_mV
0.1,0.035,25.984480504799237,144.48669201520914,0.1798399571779526,0.21084741601225468,0.5804850106795345,3.023760490883362,0.6375520861427036
0.1,0.04631578947368421,14.83856778310284,144.48669201520914,0.1026985086041065,0.28383429945111166,0.7821561990078774,2.2662816250994116,0.6432484574190184
0.1,0.05763157894736842,9.583609091749414,144.48669201520914,0.0663286629244762,0.3148031967624158,0.8678834787027122,2.0520099493889776,0.6459792918559332
0.1,0.06894736842105263,6.695989098091513,144.48669201520914,0.046343292968370205,0.3302383351448815,0.9106612274708015,1.9606822837440474,0.6474924531316983
0.1,0.08026315789473684,4.941031718886253,144.48669201520914,0.03419714058071275,0.33913427991615186,0.9353331162705695,1.9119758009574772,0.6484165364748218
0.1,0.09157894736842105,3.795411180880844,144.48669201520914,0.026268240541359525,0.34475733542553616,0.9509351900500551,1.8825460938490524,0.6490215751311507
0.1,0.10289473684210526,3.0065179822829116,144.48669201520914,0.02080826919316857,0.3485487361886498,0.9614581494200503,1.863266101070307,0.6494390447112086
0.1,0.11421052631578947,2.4402698913195953,144.48669201520914,0.016889236353080355,0.3512305022518593,0.9689028943173624,1.849893754747936,0.6497391125926955
0.1,0.12552631578947368,2.0201357877430732,144.48669201520914,0.013981466109906006,0.35319945963617577,0.9743696724880703,1.8402122654862518,0.6499619777856069
0.1,0.13684210526315788,1.6998501318394745,144.48669201520914,0.011764752228257415,0.35468863837787107,0.978504830102989,1.8329654142085898,0.6501320069593752
0.1,0.1481578947368421,1.45010860888413,144.48669201520914,0.010036278003592794,0.35584296991778724,0.9817104650235257,1.8273921913184166,0.6502646645633187
0.1,0.15947368421052632,1.2516187836960255,144.48669201520914,0.008662519476633018,0.35675601415740704,0.9842462122183009,1.8230110251547944,0.6503701470992329
0.1,0.17078947368421052,1.091259222198888,144.48669201520914,0.0075526625115344085,0.35749092792508547,0.9862873613281091,1.8195018307189255,0.6504553978251004
0.1,0.18210526315789474,0.9598538951547699,144.48669201520914,0.006643199326992222,0.35809125845159084,0.9879547961628173,1.8166466271699877,0.6505252768851388
0.1,0.19342105263157894,0.850829701789798,144.48669201520914,0.0058886371465978115,0.35858804029923724,0.9893346745916071,1.8142915974151408,0.650583268448468
0.1,0.20473684210526313,0.7593782020496062,144.48669201520914,0.005255696503659116,0.35900393364857897,0.990489909665913,1.8123253310940584,0.6506319229137303
0.1,0.21605263157894736,0.6819161974559319,144.48669201520914,0.004719577892918686,0.3593555973378775,0.9914667584955081,1.8106665003505689,0.6506731418131628
0.1,0.22736842105263158,0.6157293215896584,144.48669201520914,0.0042614950415284245,0.35965560305648125,0.9923001314207897,1.8092540772786796,0.6507083662460611
0.1,0.23868421052631578,0.5587309723216023,144.48669201520914,0.0038670064663310893,0.3599136497855736,0.9930169847642173,1.8080411921784778,0.6507387044396157
0.1,0.25,0.5092958178940651,144.48669201520914,0.0035248631606878715,0.36013731435413304,0.9936383424931666,1.8069913723666868,0.6507650199052278
0.2,0.035,51.96896100959847,144.48669201520914,0.3596799143559052,0.12018823381010522,0.33018976669775824,5.1981371941228485,0.6247549284642412
0.2,0.04631578947368421,29.67713556620568,144.48669201520914,0.205397017208213,0.19100778392722803,0.5257035017875568,3.3280999844062102,0.6356930027096724
0.2,0.05763157894736842,19.16721818349883,144.48669201520914,0.1326573258489524,0.2552781619969337,0.7032082157579941,2.5110682472019445,0.6410208867945744
0.2,0.06894736842105263,13.391978196183025,144.48669201520914,0.09268658593674041,0.2927604433553279,0.8068526698458646,2.199741348302489,0.6439972523960835
0.2,0.08026315789473684,9.882063437772507,144.48669201520914,0.0683942811614255,0.3131478300754911,0.8632977954553605,2.0623595104075076,0.6458234055196632
0.2,0.09157894736842105,7.590822361761688,144.48669201520914,0.05253648108271905,0.32556481213511196,0.8977049708616253,1.9873848919892412,0.647022589000637
0.2,0.10289473684210526,6.013035964565823,144.48669201520914,0.04161653838633714,0.3337418896880384,0.9203762458279771,1.9411757572293658,0.6478516654343375
0.2,0.11421052631578947,4.8805397826391905,144.48669201520914,0.03377847270616071,0.3394347742012839,0.9361667491258624,1.910377185412454,0.6484484485697606
0.2,0.12552631578947368,4.0402715754861465,144.48669201520914,0.02796293221981201,0.3435673784074636,0.9476330069767424,1.888689606566435,0.6488921367534539
0.2,0.13684210526315788,3.399700263678949,144.48669201520914,0.02352950445651483,0.34666716526790553,0.9562355682783386,1.8727787320553384,0.6492308942156466
0.2,0.1481578947368421,2.90021721776826,144.48669201520914,0.020072556007185587,0.3490545622084781,0.9628622555164545,1.8607272889614446,0.6494953492378053
0.2,0.15947368421052632,2.503237567392051,144.48669201520914,0.017325038953266036,0.3509338531086951,0.968079314856393,1.8513623621888853,0.6497057272633611
0.2,0.17078947368421052,2.182518444397776,144.48669201520914,0.015105325023068817,0.3524405322620645,0.9722624387368027,1.8439304153932412,0.6498758170554036
0.2,0.18210526315789474,1.9197077903095399,144.48669201520914,0.013286398653984444,0.353667437478525,0.9756691118632598,1.8379279819070449,0.6500152796311415
0.2,0.19342105263157894,1.701659403579596,144.48669201520914,0.011777274293195623,0.35468025091064825,0.9784815386580379,1.8330060511997233,0.6501310461602544
0.2,0.20473684210526313,1.5187564040992123,144.48669201520914,0.010511393007318232,0.3555262808274003,0.9808309790722851,1.8289173782774641,0.6502281934395865
0.2,0.21605263157894736,1.3638323949118638,144.48669201520914,0.009439155785837372,0.35624024760011713,0.9828137840477577,1.8254829795470995,0.6503105086236582
0.2,0.22736842105263158,1.2314586431793169,144.48669201520914,0.008522990083056849,0.35684854052369314,0.9845031892939464,1.822568370817873,0.6503808631310032
0.2,0.23868421052631578,1.1174619446432046,144.48669201520914,0.007734012932662179,0.3573709395044971,0.9859540998913212,1.8200737498298702,0.6504414659441737
0.2,0.25,1.0185916357881302,144.48669201520914,0.007049726321375743,0.3578231305548545,0.9872100546810084,1.8179205962115392,0.6504940388365604
0.3,0.035,77.9534415143977,144.48669201520914,0.5395198715338577,0.08400232973679886,0.23030586455552668,7.292524210271781,0.6125890233248388
0.3,0.04631578947368421,44.515703349308524,144.48669201520914,0.30809552581231947,0.1372965289037815,0.3774174638606583,4.576654138310585,0.6283587271831703
0.3,0.05763157894736842,28.750827275248245,144.48669201520914,0.19898598877342863,0.1956771136062205,0.5385960259169533,3.2510601792605787,0.6361580720378318
0.3,0.06894736842105263,20.087967294274538,144.48669201520914,0.13902987890511062,0.24895627120565916,0.685740383445994,2.5729401858132217,0.6405495946952555
0.3,0.08026315789473684,14.823095156658761,144.48669201520914,0.10259142174213826,0.2839315481077233,0.7824252105870757,2.265533573652931,0.6432564548572994
0.3,0.09157894736842105,11.386233542642533,144.48669201520914,0.07880472162407857,0.3046226678785634,0.8396878128201513,2.117502307650593,0.6450392021955381
0.3,0.10289473684210526,9.019553946848735,144.48669201520914,0.06242480757950571,0.3179002851811573,0.8764640622536226,2.0329461609678163,0.6462741643296077
0.3,0.11421052631578947,7.3208096739587845,144.48669201520914,0.05066770905924106,0.3269850754278421,0.9016419621021734,1.9791859834075303,0.6471642780702391
0.3,0.12552631578947368,6.060407363229219,144.48669201520914,0.04194439832971801,0.33350068037231273,0.9197073323688534,1.9425049807183377,0.6478267326961717
0.3,0.13684210526315788,5.099550395518423,144.48669201520914,0.03529425668477224,0.33834501679822127,0.9331436092464808,1.9161887945610967,0.6483329298843377
0.3,0.1481578947368421,4.35032582665239,144.48669201520914,0.03010883401077838,0.34205132493139734,0.9434262494200218,1.8965818336841855,0.6487283290524948
0.3,0.15947368421052632,3.754856351088077,144.48669201520914,0.025987558429899055,0.34495391293039995,0.951480723304229,1.8815354609360986,0.6490430195672109
0.3,0.17078947368421052,3.2737776665966636,144.48669201520914,0.022657987534603224,0.34727152214274304,0.9579129820720832,1.8697114442886438,0.6492975392258238
0.3,0.18210526315789474,2.8795616854643096,144.48669201520914,0.019929597980976668,0.34915280993957043,0.9631349819196763,1.8602350398816414,0.649506291322724
0.3,0.19342105263157894,2.552489105369394,144.48669201520914,0.017665911439793437,0.35070154210313026,0.9674343669519018,1.8525142870187277,0.6496796172255487
0.3,0.20473684210526313,2.2781346061488184,144.48669201520914,0.01576708951097735,0.35199237182024773,0.9710181295267284,1.846134031164126,0.6498250963275359
0.3,0.21605263157894736,2.045748592367796,144.48669201520914,0.014158733678756058,0.35307989265523726,0.9740376770007959,1.8407969390456802,0.6499483856383381
0.3,0.22736842105263158,1.847187964768975,144.48669201520914,0.012784485124585274,0.35400480365886533,0.9766059045581609,1.8362851844157813,0.650053776170792
0.3,0.23868421052631578,1.6761929169648069,144.48669201520914,0.011601019398993268,0.35479834421364853,0.9788094760306675,1.8324340596905104,0.6501445702588871
0.3,0.25,1.5278874536821954,144.48669201520914,0.010574589482063615,0.3554841822287017,0.9807140662283295,1.829120324335673,0.6502233426943643
0.4,0.035,103.93792201919695,144.48669201520914,0.7193598287118104,0.06486801173982347,0.17749536685356906,9.265039784818637,0.6010047095315468
0.4,0.04631578947368421,59.35427113241136,144.48669201520914,0.410794034416426,0.10700734153311296,0.29380526983796,5.805537897440274,0.621235176574822
0.4,0.05763157894736842,38.33443636699766,144.48669201520914,0.2653146516979048,0.15565101426954825,0.42808764282369854,4.0564319284559085,0.6313877439795418
0.4,0.06894736842105263,26.78395639236605,144.48669201520914,0.18537317187348082,0.2062695983008803,0.5678440538072584,3.088910967215197,0.6371484243946623
0.4,0.08026315789473684,19.764126875545013,144.48669201520914,0.136788562322851,0.2511816426349019,0.6918889218223323,2.550804445866153,0.6407152507530711
0.4,0.09157894736842105,15.181644723523377,144.48669201520914,0.1050729621654381,0.2816702232535675,0.7761701436562239,2.283064166313048,0.6430711934276162
0.4,0.10289473684210526,12.026071929131646,144.48669201520914,0.08323307677267427,0.30090152487324756,0.8293855843357469,2.1425825243107792,0.6447063487318855
0.4,0.11421052631578947,9.761079565278381,144.48669201520914,0.06755694541232142,0.3138202525397959,0.8651604878454817,2.0581418190624423,0.6458865854208906
0.4,0.12552631578947368,8.080543150972293,144.48669201520914,0.05592586443962402,0.32296626166610604,0.8905025494300314,2.002580098009188,0.6467658079409716
0.4,0.13684210526315788,6.799400527357898,144.48669201520914,0.04705900891302966,0.3297031390553782,0.909177346839164,1.9637001670371053,0.647438109235704
0.4,0.1481578947368421,5.80043443553652,144.48669201520914,0.040145112014371175,0.3348217091359589,0.9233708731792309,1.9352496419451637,0.6479635927208321
0.4,0.15947368421052632,5.006475134784102,144.48669201520914,0.03465007790653207,0.33880876053086656,0.9344300754225312,1.9137108961308908,0.648382016732521
0.4,0.17078947368421052,4.365036888795552,144.48669201520914,0.030210650046137634,0.34197922469786113,0.9432261935206576,1.896958974865623,0.6487205595081952
0.4,0.18210526315789474,3.8394155806190797,144.48669201520914,0.02657279730796889,0.34454400226900045,0.9503431621689483,1.8836441917240294,0.6489983086673534
0.4,0.19342105263157894,3.403318807159192,144.48669201520914,0.023554548586391246,0.3466497878334136,0.9561873373198647,1.8728670898626039,0.6492289793410544
0.4,0.20473684210526313,3.0375128081984246,144.48669201520914,0.021022786014636464,0.34840088214988435,0.961047737432247,1.8640097175901675,0.6494226299443712
0.4,0.21605263157894736,2.7276647898237276,144.48669201520914,0.018878311571674744,0.3498734800007148,0.9651355554920239,1.8566333511921136,0.649586771666974
0.4,0.22736842105263158,2.4629172863586337,144.48669201520914,0.017045980166113698,0.35112387050873506,0.9686068531713021,1.8504213443333168,0.6497271044942909
0.4,0.23868421052631578,2.234923889286409,144.48669201520914,0.015468025865324357,0.3521950810096025,0.9715809421429342,1.8451365500733174,0.6498480167268506
0.4,0.25,2.0371832715762603,144.48669201520914,0.014099452642751486,0.35311991597805165,0.9741488068523578,1.840601171370887,0.6499529309835911
0.5,0.035,129.92240252399617,144.48669201520914,0.8991997858897629,0.053051789594448936,0.1448865858891702,11.12040940905032,0.5899576201730677
0.5,0.04631578947368421,74.1928389155142,144.48669201520914,0.5134925430205325,0.08779682625134257,0.24077919098554543,6.9969798132365755,0.614312620946883
0.5,0.05763157894736842,47.91804545874707,144.48669201520914,0.33164331462238106,0.12891739791415233,0.3542864018836572,4.861307569065734,0.6267071222643278
0.5,0.06894736842105263,33.47994549045757,144.48669201520914,0.23171646484185102,0.17378481966808085,0.47815138599857326,3.6469970136030483,0.6337927183390352
0.5,0.08026315789473684,24.705158594431268,144.48669201520914,0.17098570290356374,0.21850340333439566,0.6016269198399447,2.920775678638604,0.6381994261588642
0.5,0.09157894736842105,18.97705590440422,144.48669201520914,0.1313412027067976,0.25657965333997396,0.7068046947802847,2.49871074915492,0.6411183378150359
0.5,0.10289473684210526,15.032589911414558,144.48669201520914,0.10404134596584286,0.2826126806307473,0.7787770104350589,2.2757230559820876,0.6431481932242938
0.5,0.11421052631578947,12.201349456597976,144.48669201520914,0.08444618176540178,0.29987199975774437,0.8265355968782293,2.1496346537883126,0.6446152423800477
0.5,0.12552631578947368,10.100678938715365,144.48669201520914,0.06990733054953002,0.31192771121683066,0.8599180827147584,2.0700606486964284,0.6457092802279046
0.5,0.13684210526315788,8.499250659197372,144.48669201520914,0.05882376114128707,0.320721042224713,0.8842802799350002,2.0159153312244578,0.6465464660670855
0.5,0.1481578947368421,7.25054304442065,144.48669201520914,0.05018139001796397,0.3273532821036858,0.90266268680045,1.9770724739705536,0.6472011633111147
0.5,0.15947368421052632,6.258093918480128,144.48669201520914,0.04331259738316509,0.33249096157494556,0.9169073216510182,1.9480911855806748,0.6477227115293943
0.5,0.17078947368421052,5.4562961109944395,144.48669201520914,0.03776331255767204,0.3365584741751226,0.9281879207263981,1.9258016743803619,0.6481448730933509
0.5,0.18210526315789474,4.799269475773849,144.48669201520914,0.033215996634961116,0.3398377735195334,0.9372847772401133,1.908237926801934,0.6484913283898996
0.5,0.19342105263157894,4.25414850894899,144.48669201520914,0.029443185732989062,0.34252266086753214,0.9447340743674968,1.8941203147942316,0.6487791302265677
0.5,0.20473684210526313,3.7968910102480304,144.48669201520914,0.02627848251829558,0.34475016308118184,0.950915285736046,1.8825829895614126,0.6490207926651559
0.5,0.21605263157894736,3.4095809872796594,144.48669201520914,0.02359788946459343,0.34661971876731884,0.9561038808157651,1.8730199996846024,0.6492256655362405
0.5,0.22736842105263158,3.078646607948292,144.48669201520914,0.021307475207642125,0.34820478817010175,0.9605034226418596,1.8649968905962018,0.6494008472279489
